n	ctrl	filename	algo_name	expanded_nodes	iteration_count	max_size	time	count_steps	steps
4	90	NSQ-n4-ctrl90_20250515-003457.109085594.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	6944	3453	3742	0.042013	29	RRULURDDLLURRRULDDLUURRDLUULL
4	90	NSQ-n4-ctrl90_20250515-003457.109085594.inp	VDM's PE	16805	8475	5516	0.04022	29	RRURDLLUURDDRULDLLURRDLUURULL
4	90	NSQ-n4-ctrl90_20250515-003457.109085594.inp	AStar with Partial Expansion with C = 2.000000	16666	8404	16544	0.046908	29	RRURDLLUURDDRULDLLURRDLUURULL
4	90	NSQ-n4-ctrl90_20250515-003457.109085594.inp	Focal Search with eps = 1.050000	6243	3119	5438	0.017269	29	RRULURDDLLURRRULDDLUURRDLUULL
4	90	NSQ-n4-ctrl90_20250515-003457.319475998.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	301	143	440	0.000848	20	ULLUULDRDLURULDRDLUU
4	90	NSQ-n4-ctrl90_20250515-003457.319475998.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	308	146	303	0.000668	20	ULLUULDRDLURULDRDLUU
4	90	NSQ-n4-ctrl90_20250515-003457.319475998.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	296	141	163	0.00113	20	ULLUULDRDLURULDRDLUU
4	90	NSQ-n4-ctrl90_20250515-003457.319475998.inp	VDM's PE	785	374	218	0.001519	20	ULLUULDRDLURULDRDLUU
4	90	NSQ-n4-ctrl90_20250515-003457.319475998.inp	AStar with Partial Expansion with C = 2.000000	785	374	779	0.001678	20	ULLUULDRDLURULDRDLUU
4	90	NSQ-n4-ctrl90_20250515-003457.319475998.inp	Focal Search with eps = 1.050000	296	141	299	0.000695	20	ULLUULDRDLURULDRDLUU
4	90	NSQ-n4-ctrl90_20250515-003457.328347122.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	2164	1074	2247	0.006988	27	UURURDLULDDDRURDLURRDLUULUL
4	90	NSQ-n4-ctrl90_20250515-003457.328347122.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	2218	1107	1223	0.005809	27	UURURDLULDDDRURDLURRDLUULUL
4	90	NSQ-n4-ctrl90_20250515-003457.328347122.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	2229	1115	781	0.011597	27	UURURDLULDDDRURDLURRDLUULUL
4	90	NSQ-n4-ctrl90_20250515-003457.328347122.inp	VDM's PE	2779	1409	907	0.006234	27	RURDLULURURDLULDDRRRDLUULUL
4	90	NSQ-n4-ctrl90_20250515-003457.328347122.inp	AStar with Partial Expansion with C = 2.000000	2683	1355	2659	0.006264	27	RURDLULURURDLULDDRRRDLUULUL
4	90	NSQ-n4-ctrl90_20250515-003457.328347122.inp	Focal Search with eps = 1.050000	1968	1004	1071	0.004637	27	RURDLULURURDLULDDRRRDLUULUL
4	90	NSQ-n4-ctrl90_20250515-003457.373805926.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	388	188	466	0.00114	20	ULDLURUURDLDDRUUULLL
4	90	NSQ-n4-ctrl90_20250515-003457.373805926.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	399	194	289	0.000906	20	ULDLURUURDLDDRUUULLL
4	90	NSQ-n4-ctrl90_20250515-003457.373805926.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	407	198	171	0.001666	20	ULDLURUURDLDDRUUULLL
4	90	NSQ-n4-ctrl90_20250515-003457.373805926.inp	VDM's PE	703	349	212	0.001496	20	ULDLURUURDLDDRUUULLL
4	90	NSQ-n4-ctrl90_20250515-003457.373805926.inp	AStar with Partial Expansion with C = 2.000000	703	349	691	0.00156	20	ULDLURUURDLDDRUUULLL
4	90	NSQ-n4-ctrl90_20250515-003457.373805926.inp	Focal Search with eps = 1.050000	341	165	278	0.000786	20	ULDLURUURDLDDRUUULLL
4	90	NSQ-n4-ctrl90_20250515-003457.383863706.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	2979	1461	3400	0.009787	31	URRRDDLDLLURULURDRULLDRRDLLURUL
4	90	NSQ-n4-ctrl90_20250515-003457.383863706.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	2927	1439	1922	0.006879	31	URRRDDLDLLURULURDRULLDRRDLLURUL
4	90	NSQ-n4-ctrl90_20250515-003457.383863706.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	3005	1473	1247	0.014506	31	URRRDDLDLLURULURDRULLDRRDLLURUL
4	90	NSQ-n4-ctrl90_20250515-003457.383863706.inp	VDM's PE	5674	2839	1830	0.01281	31	URRRDDLDLLURULURDRULLDRRDLLURUL
4	90	NSQ-n4-ctrl90_20250515-003457.383863706.inp	AStar with Partial Expansion with C = 2.000000	5674	2839	5664	0.014003	31	URRRDDLDLLURULURDRULLDRRDLLURUL
4	90	NSQ-n4-ctrl90_20250515-003457.383863706.inp	Focal Search with eps = 1.050000	2416	1184	1741	0.005511	31	URRRDDLDLLURULURDRULLDRRDLLURUL
4	90	NSQ-n4-ctrl90_20250515-003457.454270141.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	278	135	279	0.000765	24	DLLLDRRULDRURDLUUULDDLUU
4	90	NSQ-n4-ctrl90_20250515-003457.454270141.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	278	135	144	0.000548	24	DLLLDRRULDRURDLUUULDDLUU
4	90	NSQ-n4-ctrl90_20250515-003457.454270141.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	278	135	100	0.000966	24	DLLLDRRULDRURDLUUULDDLUU
4	90	NSQ-n4-ctrl90_20250515-003457.454270141.inp	VDM's PE	278	135	98	0.000542	24	DLLLDRURDLURRDLUUULDDLUU
4	90	NSQ-n4-ctrl90_20250515-003457.454270141.inp	AStar with Partial Expansion with C = 2.000000	278	135	278	0.000561	24	DLLLDRURDLURRDLUUULDDLUU
4	90	NSQ-n4-ctrl90_20250515-003457.454270141.inp	Focal Search with eps = 1.050000	237	116	127	0.000464	24	DLLLDRURDLURRDLUUULDDLUU
4	90	NSQ-n4-ctrl90_20250515-003457.460358408.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	170	77	171	0.000408	19	LLURRDDRDLURULDLULU
4	90	NSQ-n4-ctrl90_20250515-003457.460358408.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	110	46	72	0.000162	19	LLURRDDRDLURULDLULU
4	90	NSQ-n4-ctrl90_20250515-003457.460358408.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	159	69	62	0.000475	19	LLURRDDRDLURULDLULU
4	90	NSQ-n4-ctrl90_20250515-003457.460358408.inp	VDM's PE	170	77	65	0.000279	19	DRDLURULLLURRDDLULU
4	90	NSQ-n4-ctrl90_20250515-003457.460358408.inp	AStar with Partial Expansion with C = 2.000000	170	77	170	0.000284	19	DRDLURULLLURRDDLULU
4	90	NSQ-n4-ctrl90_20250515-003457.460358408.inp	Focal Search with eps = 1.050000	113	47	68	0.000152	19	LLURRDDRDLURULDLULU
4	90	NSQ-n4-ctrl90_20250515-003457.463828351.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	1137	561	1338	0.003549	32	UUULDLLURDDRRULLLDRDLURRURDLULLU
4	90	NSQ-n4-ctrl90_20250515-003457.463828351.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	1145	564	803	0.002697	32	UUULDLLURDDRRULLLDRDLURRURDLULLU
4	90	NSQ-n4-ctrl90_20250515-003457.463828351.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	1215	595	529	0.005729	32	UUULDLLURDDRRULLLDRDLURRURDLULLU
4	90	NSQ-n4-ctrl90_20250515-003457.463828351.inp	VDM's PE	2937	1497	974	0.007069	32	UUULDLDRRULLLURDLDRDLURRURDLULLU
4	90	NSQ-n4-ctrl90_20250515-003457.463828351.inp	AStar with Partial Expansion with C = 2.000000	2937	1497	2895	0.006816	32	UUULDLDRRULLLURDLDRDLURRURDLULLU
4	90	NSQ-n4-ctrl90_20250515-003457.463828351.inp	Focal Search with eps = 1.050000	926	459	702	0.001989	32	UUULDLLURDDRRULLLDRDLURRURDLULLU
4	90	NSQ-n4-ctrl90_20250515-003457.495279114.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	50	23	51	0.000132	17	LLDDRRULULLDDRUUL
4	90	NSQ-n4-ctrl90_20250515-003457.495279114.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	50	23	28	8.1e-05	17	LLDDRRULULLDDRUUL
4	90	NSQ-n4-ctrl90_20250515-003457.495279114.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	50	23	20	0.000142	17	LLDDRRULULLDDRUUL
4	90	NSQ-n4-ctrl90_20250515-003457.495279114.inp	VDM's PE	50	23	19	8.4e-05	17	LLDDRRULULLDDRUUL
4	90	NSQ-n4-ctrl90_20250515-003457.495279114.inp	AStar with Partial Expansion with C = 2.000000	50	23	50	8.1e-05	17	LLDDRRULULLDDRUUL
4	90	NSQ-n4-ctrl90_20250515-003457.495279114.inp	Focal Search with eps = 1.050000	50	23	28	7.7e-05	17	LLDDRRULULLDDRUUL
4	90	NSQ-n4-ctrl90_20250515-003457.497905653.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	610	298	867	0.002105	21	DDLULDRDLURULDDRULULU
4	90	NSQ-n4-ctrl90_20250515-003457.497905653.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	603	294	569	0.001559	21	DDLULDRDLURULDDRULULU
4	90	NSQ-n4-ctrl90_20250515-003457.497905653.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	610	298	340	0.00299	21	DDLULDRDLURULDDRULULU
4	90	NSQ-n4-ctrl90_20250515-003457.497905653.inp	VDM's PE	1633	792	515	0.003807	21	DDLDLUURDLDRUULDRULLU
4	90	NSQ-n4-ctrl90_20250515-003457.497905653.inp	AStar with Partial Expansion with C = 2.000000	1633	792	1631	0.004124	21	DDLDLUURDLDRUULDRULLU
4	90	NSQ-n4-ctrl90_20250515-003457.497905653.inp	Focal Search with eps = 1.050000	583	283	568	0.001617	21	DDLULDRDLURULDDRULULU
4	90	NSQ-n4-ctrl90_20250515-003457.516512175.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	505	245	530	0.001396	29	LDDDRRURDLURUULLDLDDRRRULULUL
4	90	NSQ-n4-ctrl90_20250515-003457.516512175.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	491	239	278	0.001043	29	LDDDRRURDLURUULLDLDDRRRULULUL
4	90	NSQ-n4-ctrl90_20250515-003457.516512175.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	478	232	167	0.001822	29	LDDDRRURDLURUULLDLDDRRRULULUL
4	90	NSQ-n4-ctrl90_20250515-003457.516512175.inp	VDM's PE	652	334	216	0.001409	29	LDDDRRURDLURUULLDLDDRRRULULUL
4	90	NSQ-n4-ctrl90_20250515-003457.516512175.inp	AStar with Partial Expansion with C = 2.000000	652	334	652	0.001517	29	LDDDRRURDLURUULLDLDDRRRULULUL
4	90	NSQ-n4-ctrl90_20250515-003457.516512175.inp	Focal Search with eps = 1.050000	340	164	192	0.00069	29	LDDDRRURDLURUULLDLDDRRRULULUL
4	100	NSQ-n4-ctrl100_20250515-003457.526661626.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	4190	2115	5215	0.024456	33	DRURDDLLDRRUULDLUURRDLLLDDRRULUUL
4	100	NSQ-n4-ctrl100_20250515-003457.526661626.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	4210	2131	3154	0.019747	33	DRURDDLLDRRUULDLUURRDLLLDDRRULUUL
4	100	NSQ-n4-ctrl100_20250515-003457.526661626.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	4213	2127	2186	0.041036	33	DRURDDLLDRRUULDLUURRDLLLDDRRULUUL
4	100	NSQ-n4-ctrl100_20250515-003457.526661626.inp	VDM's PE	3318	1689	1130	0.00671	33	DRURDDLLDRRUULDLULDDRRULUURRDLLUL
4	100	NSQ-n4-ctrl100_20250515-003457.526661626.inp	AStar with Partial Expansion with C = 2.000000	3311	1686	3275	0.007503	33	DRURDDLLDRRUULDLULDDRRULUURRDLLUL
4	100	NSQ-n4-ctrl100_20250515-003457.526661626.inp	Focal Search with eps = 1.050000	3556	1806	2834	0.008884	35	DDDRUUURDLLURRDDDLURULLLDDRURDLUUUL
4	100	NSQ-n4-ctrl100_20250515-003457.641606457.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	15049	7887	21937	0.06761	32	LURDRRULURDDLULLDRRURUULDDRULULL
4	100	NSQ-n4-ctrl100_20250515-003457.641606457.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	15672	8221	14770	0.060608	32	LURDRRULURDDLULLDRRURUULDDRULULL
4	100	NSQ-n4-ctrl100_20250515-003457.641606457.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	15638	8202	10217	0.12295	32	LURDRRULURDDLULLDRRURUULDDRULULL
4	100	NSQ-n4-ctrl100_20250515-003457.641606457.inp	VDM's PE	50422	26631	16333	0.157463	32	LURDRRULURDDLULLDRRURUULDDRULULL
4	100	NSQ-n4-ctrl100_20250515-003457.641606457.inp	AStar with Partial Expansion with C = 2.000000	47949	25295	47515	0.186992	32	LURDRRULURDDLULLDRRURUULDDRULULL
4	100	NSQ-n4-ctrl100_20250515-003457.641606457.inp	Focal Search with eps = 1.050000	15593	8190	14739	0.047488	32	LURDRRULURDDLULLDRRURUULDDRULULL
4	100	NSQ-n4-ctrl100_20250515-003458.362756255.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	29229	14663	28968	0.172448	39	RDRULULDDRDLURDRRULLURRDLLULDRURULLDRUL
4	100	NSQ-n4-ctrl100_20250515-003458.362756255.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	29371	14739	14794	0.141597	39	RDRULULDDRDLURDRRULLURRDLLULDRURULLDRUL
4	100	NSQ-n4-ctrl100_20250515-003458.362756255.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	29375	14741	10036	0.302929	39	RDRULULDDRDLURDRRULLURRDLLULDRURULLDRUL
4	100	NSQ-n4-ctrl100_20250515-003458.362756255.inp	VDM's PE	30693	15388	10369	0.076819	39	RDRULULDDRDLURDRRULLURRDLLULDRURULLDRUL
4	100	NSQ-n4-ctrl100_20250515-003458.362756255.inp	AStar with Partial Expansion with C = 2.000000	30490	15284	30078	0.086878	39	RDRULULDDRDLURDRRULLURRDLLULDRURULLDRUL
4	100	NSQ-n4-ctrl100_20250515-003458.362756255.inp	Focal Search with eps = 1.050000	16707	8300	9757	0.045763	39	RDRULULDDRDLURDRRULLURRDLLULDRURULLDRUL
4	100	NSQ-n4-ctrl100_20250515-003459.251777242.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	99165	51508	107548	0.575865	38	RDDDLLURULDRDLLUURDRRULULLDDRRUURDLLUL
4	100	NSQ-n4-ctrl100_20250515-003459.251777242.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	98981	51418	56437	0.496549	38	RDDDLLURULDRDLLUURDRRULULLDDRRUURDLLUL
4	100	NSQ-n4-ctrl100_20250515-003459.251777242.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	99536	51707	36832	0.842716	38	RDDDLLURULDRDLLUURDRRULULLDDRRUURDLLUL
4	100	NSQ-n4-ctrl100_20250515-003459.251777242.inp	VDM's PE	148315	78863	46765	0.45076	38	RDDDLLURDLLURRULLDRRRULULLDRDRUURDLLUL
4	100	NSQ-n4-ctrl100_20250515-003459.251777242.inp	AStar with Partial Expansion with C = 2.000000	148303	78852	147618	0.497821	38	RDDDLLURDLLURRULLDRRRULULLDRDRUURDLLUL
4	100	NSQ-n4-ctrl100_20250515-003459.251777242.inp	Focal Search with eps = 1.050000	76214	39762	48109	0.251182	38	RDDDLLURULDRDLLUURDRRULULLDDRRUURDLLUL
4	100	NSQ-n4-ctrl100_20250515-003502.855929842.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	1895	934	2700	0.006174	28	ULLDRURDLURULLLURRDLLDRRUULL
4	100	NSQ-n4-ctrl100_20250515-003502.855929842.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	1858	917	1764	0.004839	28	ULLDRRULDRUULLLURRDLLDRRUULL
4	100	NSQ-n4-ctrl100_20250515-003502.855929842.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	1897	935	1072	0.009344	28	ULLDRRULDRUULLLURRDLLDRRUULL
4	100	NSQ-n4-ctrl100_20250515-003502.855929842.inp	VDM's PE	5463	2721	1683	0.012464	28	ULLDRURDLURULLLURRDLLDRRUULL
4	100	NSQ-n4-ctrl100_20250515-003502.855929842.inp	AStar with Partial Expansion with C = 2.000000	5457	2718	5411	0.012794	28	ULLDRURDLURULLLURRDLLDRRUULL
4	100	NSQ-n4-ctrl100_20250515-003502.855929842.inp	Focal Search with eps = 1.050000	1822	894	1764	0.004296	28	ULLDRURDLURULLLURRDLLDRRUULL
4	100	NSQ-n4-ctrl100_20250515-003502.911109746.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	524	264	757	0.001614	24	UUULDDLDRRULUULLDDRDLUUU
4	100	NSQ-n4-ctrl100_20250515-003502.911109746.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	564	284	515	0.00141	24	UULDLDRRULURULLLDDRDLUUU
4	100	NSQ-n4-ctrl100_20250515-003502.911109746.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	524	264	313	0.002231	24	UULDLDRRULURULLLDDRDLUUU
4	100	NSQ-n4-ctrl100_20250515-003502.911109746.inp	VDM's PE	1575	796	474	0.003445	24	UULDLDRRULURULLLDDRDLUUU
4	100	NSQ-n4-ctrl100_20250515-003502.911109746.inp	AStar with Partial Expansion with C = 2.000000	1575	796	1567	0.003706	24	UULDLDRRULURULLLDDRDLUUU
4	100	NSQ-n4-ctrl100_20250515-003502.911109746.inp	Focal Search with eps = 1.050000	507	257	486	0.001256	24	UUULDDLDRRULUULLDDRDLUUU
4	100	NSQ-n4-ctrl100_20250515-003502.927141881.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	806	407	1092	0.002794	27	ULULLDRDRDLUURRDDLURUULLDLU
4	100	NSQ-n4-ctrl100_20250515-003502.927141881.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	784	396	676	0.00212	27	ULULLDRDRDLUURRDDLURUULLDLU
4	100	NSQ-n4-ctrl100_20250515-003502.927141881.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	785	397	460	0.004236	27	ULULLDRDRDLUURRDDLURUULLDLU
4	100	NSQ-n4-ctrl100_20250515-003502.927141881.inp	VDM's PE	2229	1154	716	0.005072	27	ULULLDRDRDLUURRDDLURUULLDLU
4	100	NSQ-n4-ctrl100_20250515-003502.927141881.inp	AStar with Partial Expansion with C = 2.000000	2229	1154	2227	0.005581	27	ULULLDRDRDLUURRDDLURUULLDLU
4	100	NSQ-n4-ctrl100_20250515-003502.927141881.inp	Focal Search with eps = 1.050000	736	373	657	0.002045	27	ULULLDRDRDLUURRDDLURUULLDLU
4	100	NSQ-n4-ctrl100_20250515-003502.951620891.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	594	281	837	0.001682	30	LUUURRRDDDLLLURURDLULDRRRULLLU
4	100	NSQ-n4-ctrl100_20250515-003502.951620891.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	585	277	548	0.001304	30	LUUURRRDDDLLLURURDLULDRRRULLLU
4	100	NSQ-n4-ctrl100_20250515-003502.951620891.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	574	272	345	0.002391	30	LUUURRRDDDLLLURURDLULDRRRULLLU
4	100	NSQ-n4-ctrl100_20250515-003502.951620891.inp	VDM's PE	2679	1325	867	0.005805	30	LUUURRRDDDLLLURURDLULDRRRULLLU
4	100	NSQ-n4-ctrl100_20250515-003502.951620891.inp	AStar with Partial Expansion with C = 2.000000	2679	1325	2667	0.006166	30	LUUURRRDDDLLLURURDLULDRRRULLLU
4	100	NSQ-n4-ctrl100_20250515-003502.951620891.inp	Focal Search with eps = 1.050000	533	255	509	0.001096	30	LUUURRRDDDLLLURURDLULDRRRULLLU
4	100	NSQ-n4-ctrl100_20250515-003502.973619702.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	10350	5115	12303	0.046118	33	LLDRDDRULLURDDLUURDLULURRDDDLULUU
4	100	NSQ-n4-ctrl100_20250515-003502.973619702.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	10472	5185	7546	0.043288	33	LLDRDDRULLURDDLUURDLULURRDDDLULUU
4	100	NSQ-n4-ctrl100_20250515-003502.973619702.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	10542	5218	4769	0.088455	33	LLDRDDRULLURDDLUURDLULURRDDDLULUU
4	100	NSQ-n4-ctrl100_20250515-003502.973619702.inp	VDM's PE	21670	10937	6987	0.050416	33	LLDRDRDLURULDLULURRDRDDLULDRULLUU
4	100	NSQ-n4-ctrl100_20250515-003502.973619702.inp	AStar with Partial Expansion with C = 2.000000	20652	10406	20272	0.056052	33	LLDRDRDLURULDLULURRDRDDLULDRULLUU
4	100	NSQ-n4-ctrl100_20250515-003502.973619702.inp	Focal Search with eps = 1.050000	8734	4320	6852	0.024152	33	LLDRDDRULLURDDLUURDLULURRDDDLULUU
4	100	NSQ-n4-ctrl100_20250515-003503.298137475.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	4051	2087	5962	0.014246	31	UURULDRDDRRULUURDDDLLLUURURDLLU
4	100	NSQ-n4-ctrl100_20250515-003503.298137475.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	4053	2088	3898	0.010704	31	UURULDRDDRRULUURDDDLLLUURURDLLU
4	100	NSQ-n4-ctrl100_20250515-003503.298137475.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	4056	2090	2561	0.0218	31	UURULDRDDRRULUURDDDLLLUURURDLLU
4	100	NSQ-n4-ctrl100_20250515-003503.298137475.inp	VDM's PE	13097	6775	4150	0.031555	31	UURULDRDDRRULUURDDDLLLUURURDLLU
4	100	NSQ-n4-ctrl100_20250515-003503.298137475.inp	AStar with Partial Expansion with C = 2.000000	13097	6774	13029	0.035435	31	UURULDRDDRRULUURDDDLLLUURURDLLU
4	100	NSQ-n4-ctrl100_20250515-003503.298137475.inp	Focal Search with eps = 1.050000	4040	2081	3893	0.010238	31	UURULDRDDRRULUURDDDLLLUURURDLLU
4	100	NSQ-n4-ctrl100_20250515-003503.431418103.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	8637	4414	12756	0.034694	35	LDRDDLLLUUURDDRULDDLUUURRDLDDLURULU
4	100	NSQ-n4-ctrl100_20250515-003503.431418103.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	8625	4409	8386	0.026399	35	LDRDDLLLUUURDDRULDDLUUURRDLDDLURULU
4	100	NSQ-n4-ctrl100_20250515-003503.431418103.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	8639	4415	5937	0.056283	35	LDRDDLLLUUURDDRULDDLUUURRDLDDLURULU
4	100	NSQ-n4-ctrl100_20250515-003503.431418103.inp	VDM's PE	35608	18289	11913	0.087938	35	LDRDDLLULUURDDDLUURDRULDDLUUURRDLLU
4	100	NSQ-n4-ctrl100_20250515-003503.431418103.inp	AStar with Partial Expansion with C = 2.000000	35583	18276	35367	0.106405	35	LDRDDLLULUURDDDLUURDRULDDLUUURRDLLU
4	100	NSQ-n4-ctrl100_20250515-003503.431418103.inp	Focal Search with eps = 1.050000	8605	4402	8372	0.025088	35	LDRDDLLLUUURDDRULDDLUUURRDLDDLURULU
4	100	NSQ-n4-ctrl100_20250515-003503.799973828.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	131	62	144	0.000346	22	LLLURULDRRRDLULDRULUUL
4	100	NSQ-n4-ctrl100_20250515-003503.799973828.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	127	60	82	0.000228	22	LLLURULDRRRDLULDRULUUL
4	100	NSQ-n4-ctrl100_20250515-003503.799973828.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	132	63	56	0.000432	22	LLLURULDRRRDLULDRULUUL
4	100	NSQ-n4-ctrl100_20250515-003503.799973828.inp	VDM's PE	261	131	97	0.000511	22	LLLUURDRRDLULDRULLURUL
4	100	NSQ-n4-ctrl100_20250515-003503.799973828.inp	AStar with Partial Expansion with C = 2.000000	261	131	261	0.000525	22	LLLUURDRRDLULDRULLURUL
4	100	NSQ-n4-ctrl100_20250515-003503.799973828.inp	Focal Search with eps = 1.050000	97	46	72	0.00018	22	LLLURULDRRRDLULDRULUUL
4	100	NSQ-n4-ctrl100_20250515-003503.804316425.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	20022	10331	29113	0.084249	36	DLLUURDDLLURURRDLDLDLUUURDDRDRUULULL
4	100	NSQ-n4-ctrl100_20250515-003503.804316425.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	20070	10354	18832	0.062604	36	DLLUURDDLLURURRDLDLDLUUURDDRDRUULULL
4	100	NSQ-n4-ctrl100_20250515-003503.804316425.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	20050	10343	12799	0.127795	36	DLLUURDDLLURURRDLDLDLUUURDDRDRUULULL
4	100	NSQ-n4-ctrl100_20250515-003503.804316425.inp	VDM's PE	69743	36516	22842	0.187778	36	DLLUURDDLLURURRDLDLDLUUURDDRDRUULULL
4	100	NSQ-n4-ctrl100_20250515-003503.804316425.inp	AStar with Partial Expansion with C = 2.000000	69739	36514	69569	0.23869	36	DLLUURDDLLURURRDLDLDLUUURDDRDRUULULL
4	100	NSQ-n4-ctrl100_20250515-003503.804316425.inp	Focal Search with eps = 1.050000	19734	10195	18694	0.056035	36	DLLUURDDLLURURRDLDLDLUUURDDRDRUULULL
4	100	NSQ-n4-ctrl100_20250515-003504.653094590.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	3313	1643	3988	0.010739	29	DDRRDLUUULDRRDLLDRRUULDRUULLL
4	100	NSQ-n4-ctrl100_20250515-003504.653094590.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	3217	1591	2343	0.007493	29	DDRRDLUUULDRRDLLDRRUULDRUULLL
4	100	NSQ-n4-ctrl100_20250515-003504.653094590.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	3252	1607	1508	0.015655	29	DDRRDLUUULDRRDLLDRRUULDRUULLL
4	100	NSQ-n4-ctrl100_20250515-003504.653094590.inp	VDM's PE	7017	3569	2260	0.015598	29	DDRRDLUURDLLDRRUULULDRDRUULLL
4	100	NSQ-n4-ctrl100_20250515-003504.653094590.inp	AStar with Partial Expansion with C = 2.000000	6968	3545	6926	0.016958	29	DDRRDLUURDLLDRRUULULDRDRUULLL
4	100	NSQ-n4-ctrl100_20250515-003504.653094590.inp	Focal Search with eps = 1.050000	2756	1370	2160	0.006308	29	DDRRDLUUULDRRDLLDRRUULDRUULLL
4	100	NSQ-n4-ctrl100_20250515-003504.733075642.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	26844	14201	33045	0.127574	33	RDLLUUURRRDDLULURDLDDLURRDRUUULLL
